,cell,bounds,x0,x1,y0,y1,label,font_size,is_bold,color,text_rotation
1435,EW7:FM7,"(153, 7, 169, 7)",153,7,170,8,3.2 Сакко  8300кг,12.0,False,#ffffff,0
288,GA7:GF7,"(183, 7, 188, 7)",183,7,189,8,8 налив,12.0,True,#ffffff,0
1239,GG7:GW7,"(189, 7, 205, 7)",189,7,206,8,3.2 Сакко  8300кг,12.0,False,#ffffff,0
445,ID7:II7,"(238, 7, 243, 7)",238,7,244,8,23 налив,12.0,True,#ffffff,0
321,IJ7:IX7,"(244, 7, 258, 7)",244,7,259,8,2.7 Альче  8300кг,12.0,False,#ffffff,0
1191,BK8:BQ8,"(63, 8, 69, 8)",63,8,70,9,"налив/внесение
закваски",8.0,False,#ffc000,0
455,BR8:BU8,"(70, 8, 73, 8)",70,8,74,9,схватка,8.0,False,#ffff00,0
528,BV8:CA8,"(74, 8, 79, 8)",74,8,80,9,резка/обсушка,8.0,False,#92d050,0
972,CB8,"(80, 8, 80, 8)",80,8,81,9,откачка,8.0,False,#add8e6,0
1311,CC8:CE8,"(81, 8, 83, 8)",81,8,84,9,слив,8.0,False,#ff0000,0
1156,CF8:CG8,"(84, 8, 85, 8)",84,8,86,9,,8.0,False,#ffffff,0
729,DC8:DI8,"(107, 8, 113, 8)",107,8,114,9,"налив/внесение
закваски",8.0,False,#ffc000,0
175,DJ8:DM8,"(114, 8, 117, 8)",114,8,118,9,схватка,8.0,False,#ffff00,0
262,DN8:DS8,"(118, 8, 123, 8)",118,8,124,9,резка/обсушка,8.0,False,#92d050,0
917,DT8,"(124, 8, 124, 8)",124,8,125,9,откачка,8.0,False,#add8e6,0
1447,DU8:DW8,"(125, 8, 127, 8)",125,8,128,9,слив,8.0,False,#ff0000,0
598,DX8:DY8,"(128, 8, 129, 8)",128,8,130,9,,8.0,False,#ffffff,0
1016,EQ8:EW8,"(147, 8, 153, 8)",147,8,154,9,"налив/внесение
закваски",8.0,False,#ffc000,0
488,EX8:FA8,"(154, 8, 157, 8)",154,8,158,9,схватка,8.0,False,#ffff00,0
1561,FB8:FG8,"(158, 8, 163, 8)",158,8,164,9,резка/обсушка,8.0,False,#92d050,0
1201,FH8,"(164, 8, 164, 8)",164,8,165,9,откачка,8.0,False,#add8e6,0
1037,FI8:FK8,"(165, 8, 167, 8)",165,8,168,9,слив,8.0,False,#ff0000,0
1436,FL8:FM8,"(168, 8, 169, 8)",168,8,170,9,,8.0,False,#ffffff,0
748,GA8:GG8,"(183, 8, 189, 8)",183,8,190,9,"налив/внесение
закваски",8.0,False,#ffc000,0
192,GH8:GK8,"(190, 8, 193, 8)",190,8,194,9,схватка,8.0,False,#ffff00,0
279,GL8:GQ8,"(194, 8, 199, 8)",194,8,200,9,резка/обсушка,8.0,False,#92d050,0
926,GR8,"(200, 8, 200, 8)",200,8,201,9,откачка,8.0,False,#add8e6,0
324,GS8:GU8,"(201, 8, 203, 8)",201,8,204,9,слив,8.0,False,#ff0000,0
783,GV8:GW8,"(204, 8, 205, 8)",204,8,206,9,,8.0,False,#ffffff,0
449,ID8:IJ8,"(238, 8, 244, 8)",238,8,245,9,"налив/внесение
закваски",8.0,False,#ffc000,0
71,IK8:IN8,"(245, 8, 248, 8)",245,8,249,9,схватка,8.0,False,#ffff00,0
1094,IO8:IR8,"(249, 8, 252, 8)",249,8,253,9,резка/обсушка,8.0,False,#92d050,0
901,IS8,"(253, 8, 253, 8)",253,8,254,9,откачка,8.0,False,#add8e6,0
680,IT8:IV8,"(254, 8, 256, 8)",254,8,257,9,слив,8.0,False,#ff0000,0
177,IW8:IX8,"(257, 8, 258, 8)",257,8,259,9,,8.0,False,#ffffff,0
400,B11:D12,"(2, 11, 4, 12)",2,11,5,13,Мойка термизатора,12.0,True,#ffffff,0
1058,HH11:HL12,"(216, 11, 220, 12)",216,11,221,13,Короткая мойка,12.0,False,#ffff00,0
546,JG11:JV12,"(267, 11, 282, 12)",267,11,283,13,Полная мойка,12.0,False,#ffff00,0
462,B15:D16,"(2, 15, 4, 16)",2,15,5,17,Сыроизготовитель №1 Poly 3,12.0,False,#b7dee8,0
265,AK15:AP15,"(37, 15, 42, 15)",37,15,43,16,10 налив,12.0,True,#ffffff,0
320,AQ15:BE15,"(43, 15, 57, 15)",43,15,58,16,2.7 Альче  8300кг,12.0,False,#ffffff,0
1044,BR15:BW15,"(70, 15, 75, 15)",70,15,76,16,12 налив,12.0,True,#ffffff,0
1089,BX15:CL15,"(76, 15, 90, 15)",76,15,91,16,2.7 Сакко  8300кг,12.0,False,#ffffff,0
1564,DI15:DN15,"(113, 15, 118, 15)",113,15,119,16,14 налив,12.0,True,#ffffff,0
731,DO15:EE15,"(119, 15, 135, 15)",119,15,136,16,2.7 Альче безлактозная 8300кг,12.0,False,#ffffff,0
240,EG15:EL15,"(137, 15, 142, 15)",137,15,143,16,16 налив,12.0,True,#ffffff,0
1608,EM15:FA15,"(143, 15, 157, 15)",143,15,158,16,2.7 Альче  8300кг,12.0,False,#ffffff,0
1702,FO15:FT15,"(171, 15, 176, 15)",171,15,177,16,18 налив,12.0,True,#ffffff,0
1421,FU15:GI15,"(177, 15, 191, 15)",177,15,192,16,2.7 Альче  8300кг,12.0,False,#ffffff,0
344,HB15:HG15,"(210, 15, 215, 15)",210,15,216,16,20 налив,12.0,True,#ffffff,0
1073,HH15:HV15,"(216, 15, 230, 15)",216,15,231,16,2.7 Сакко  8300кг,12.0,False,#ffffff,0
278,HX15:IC15,"(232, 15, 237, 15)",232,15,238,16,22 налив,12.0,True,#ffffff,0
147,ID15:IR15,"(238, 15, 252, 15)",238,15,253,16,2.7 Альче  8300кг,12.0,False,#ffffff,0
1250,IZ15:JE15,"(260, 15, 265, 15)",260,15,266,16,25 налив,12.0,True,#ffffff,0
582,JF15:JT15,"(266, 15, 280, 15)",266,15,281,16,2.7 Альче  8300кг,12.0,False,#ffffff,0
331,AK16:AQ16,"(37, 16, 43, 16)",37,16,44,17,"налив/внесение
закваски",8.0,False,#ffc000,0
411,AR16:AU16,"(44, 16, 47, 16)",44,16,48,17,схватка,8.0,False,#ffff00,0
250,AV16:AY16,"(48, 16, 51, 16)",48,16,52,17,резка/обсушка,8.0,False,#92d050,0
1217,AZ16,"(52, 16, 52, 16)",52,16,53,17,откачка,8.0,False,#add8e6,0
1384,BA16:BC16,"(53, 16, 55, 16)",53,16,56,17,слив,8.0,False,#ff0000,0
1237,BD16:BE16,"(56, 16, 57, 16)",56,16,58,17,,8.0,False,#ffffff,0
120,BR16:BX16,"(70, 16, 76, 16)",70,16,77,17,"налив/внесение
закваски",8.0,False,#ffc000,0
621,BY16:CB16,"(77, 16, 80, 16)",77,16,81,17,схватка,8.0,False,#ffff00,0
466,CC16:CF16,"(81, 16, 84, 16)",81,16,85,17,резка/обсушка,8.0,False,#92d050,0
1406,CG16,"(85, 16, 85, 16)",85,16,86,17,откачка,8.0,False,#add8e6,0
441,CH16:CJ16,"(86, 16, 88, 16)",86,16,89,17,слив,8.0,False,#ff0000,0
271,CK16:CL16,"(89, 16, 90, 16)",89,16,91,17,,8.0,False,#ffffff,0
1545,DI16:DQ16,"(113, 16, 121, 16)",113,16,122,17,"налив/внесение
закваски",8.0,False,#ffc000,0
712,DR16:DU16,"(122, 16, 125, 16)",122,16,126,17,схватка,8.0,False,#ffff00,0
566,DV16:DY16,"(126, 16, 129, 16)",126,16,130,17,резка/обсушка,8.0,False,#92d050,0
1507,DZ16,"(130, 16, 130, 16)",130,16,131,17,откачка,8.0,False,#add8e6,0
123,EA16:EC16,"(131, 16, 133, 16)",131,16,134,17,слив,8.0,False,#ff0000,0
825,ED16:EE16,"(134, 16, 135, 16)",134,16,136,17,,8.0,False,#ffffff,0
1122,EG16:EM16,"(137, 16, 143, 16)",137,16,144,17,"налив/внесение
закваски",8.0,False,#ffc000,0
1202,EN16:EQ16,"(144, 16, 147, 16)",144,16,148,17,схватка,8.0,False,#ffff00,0
1380,ER16:EU16,"(148, 16, 151, 16)",148,16,152,17,резка/обсушка,8.0,False,#92d050,0
629,EV16,"(152, 16, 152, 16)",152,16,153,17,откачка,8.0,False,#add8e6,0
966,EW16:EY16,"(153, 16, 155, 16)",153,16,156,17,слив,8.0,False,#ff0000,0
871,EZ16:FA16,"(156, 16, 157, 16)",156,16,158,17,,8.0,False,#ffffff,0
563,FO16:FU16,"(171, 16, 177, 16)",171,16,178,17,"налив/внесение
закваски",8.0,False,#ffc000,0
1342,FV16:FY16,"(178, 16, 181, 16)",178,16,182,17,схватка,8.0,False,#ffff00,0
1211,FZ16:GC16,"(182, 16, 185, 16)",182,16,186,17,резка/обсушка,8.0,False,#92d050,0
48,GD16,"(186, 16, 186, 16)",186,16,187,17,откачка,8.0,False,#add8e6,0
1013,GE16:GG16,"(187, 16, 189, 16)",187,16,190,17,слив,8.0,False,#ff0000,0
1449,GH16:GI16,"(190, 16, 191, 16)",190,16,192,17,,8.0,False,#ffffff,0
167,HB16:HH16,"(210, 16, 216, 16)",210,16,217,17,"налив/внесение
закваски",8.0,False,#ffc000,0
1304,HI16:HL16,"(217, 16, 220, 16)",217,16,221,17,схватка,8.0,False,#ffff00,0
1164,HM16:HP16,"(221, 16, 224, 16)",221,16,225,17,резка/обсушка,8.0,False,#92d050,0
399,HQ16,"(225, 16, 225, 16)",225,16,226,17,откачка,8.0,False,#add8e6,0
577,HR16:HT16,"(226, 16, 228, 16)",226,16,229,17,слив,8.0,False,#ff0000,0
652,HU16:HV16,"(229, 16, 230, 16)",229,16,231,17,,8.0,False,#ffffff,0
1014,HX16:ID16,"(232, 16, 238, 16)",232,16,239,17,"налив/внесение
закваски",8.0,False,#ffc000,0
485,IE16:IH16,"(239, 16, 242, 16)",239,16,243,17,схватка,8.0,False,#ffff00,0
263,II16:IL16,"(243, 16, 246, 16)",243,16,247,17,резка/обсушка,8.0,False,#92d050,0
1229,IM16,"(247, 16, 247, 16)",247,16,248,17,откачка,8.0,False,#add8e6,0
1456,IN16:IP16,"(248, 16, 250, 16)",248,16,251,17,слив,8.0,False,#ff0000,0
916,IQ16:IR16,"(251, 16, 252, 16)",251,16,253,17,,8.0,False,#ffffff,0
1399,IZ16:JF16,"(260, 16, 266, 16)",260,16,267,17,"налив/внесение
закваски",8.0,False,#ffc000,0
884,JG16:JJ16,"(267, 16, 270, 16)",267,16,271,17,схватка,8.0,False,#ffff00,0
1066,JK16:JN16,"(271, 16, 274, 16)",271,16,275,17,резка/обсушка,8.0,False,#92d050,0
297,JO16,"(275, 16, 275, 16)",275,16,276,17,откачка,8.0,False,#add8e6,0
651,JP16:JR16,"(276, 16, 278, 16)",276,16,279,17,слив,8.0,False,#ff0000,0
557,JS16:JT16,"(279, 16, 280, 16)",279,16,281,17,,8.0,False,#ffffff,0
1696,B19:D20,"(2, 19, 4, 20)",2,19,5,21,Сыроизготовитель №1 Poly 4,12.0,False,#b7dee8,0
168,BC19:BH19,"(55, 19, 60, 19)",55,19,61,20,11 налив,12.0,True,#ffffff,0
907,BI19:BW19,"(61, 19, 75, 19)",61,19,76,20,2.7 Альче  8300кг,12.0,False,#ffffff,0
1698,CK19:CP19,"(89, 19, 94, 19)",89,19,95,20,13 налив,12.0,True,#ffffff,0
1054,CQ19:DE19,"(95, 19, 109, 19)",95,19,110,20,2.7 Альче  8300кг,12.0,False,#ffffff,0
1636,DP19:DU19,"(120, 19, 125, 19)",120,19,126,20,15 налив,12.0,True,#ffffff,0
766,DV19:EL19,"(126, 19, 142, 19)",126,19,143,20,2.7 Альче безлактозная 8300кг,12.0,False,#ffffff,0
700,EW19:FB19,"(153, 19, 158, 19)",153,19,159,20,17 налив,12.0,True,#ffffff,0
1565,FC19:FQ19,"(159, 19, 173, 19)",159,19,174,20,2.7 Альче  8300кг,12.0,False,#ffffff,0
237,GG19:GL19,"(189, 19, 194, 19)",189,19,195,20,19 налив,12.0,True,#ffffff,0
1455,GM19:HA19,"(195, 19, 209, 19)",195,19,210,20,2.7 Альче  8300кг,12.0,False,#ffffff,0
280,HM19:HR19,"(221, 19, 226, 19)",221,19,227,20,21 налив,12.0,True,#ffffff,0
1691,HS19:IG19,"(227, 19, 241, 19)",227,19,242,20,2.7 Альче  8300кг,12.0,False,#ffffff,0
1251,IO19:IT19,"(249, 19, 254, 19)",249,19,255,20,24 налив,12.0,True,#ffffff,0
800,IU19:JI19,"(255, 19, 269, 19)",255,19,270,20,2.7 Альче  8300кг,12.0,False,#ffffff,0
636,BC20:BI20,"(55, 20, 61, 20)",55,20,62,21,"налив/внесение
закваски",8.0,False,#ffc000,0
88,BJ20:BM20,"(62, 20, 65, 20)",62,20,66,21,схватка,8.0,False,#ffff00,0
1659,BN20:BQ20,"(66, 20, 69, 20)",66,20,70,21,резка/обсушка,8.0,False,#92d050,0
913,BR20,"(70, 20, 70, 20)",70,20,71,21,откачка,8.0,False,#add8e6,0
1079,BS20:BU20,"(71, 20, 73, 20)",71,20,74,21,слив,8.0,False,#ff0000,0
1488,BV20:BW20,"(74, 20, 75, 20)",74,20,76,21,,8.0,False,#ffffff,0
1555,CK20:CQ20,"(89, 20, 95, 20)",89,20,96,21,"налив/внесение
закваски",8.0,False,#ffc000,0
491,CR20:CU20,"(96, 20, 99, 20)",96,20,100,21,схватка,8.0,False,#ffff00,0
95,CV20:CY20,"(100, 20, 103, 20)",100,20,104,21,резка/обсушка,8.0,False,#92d050,0
1624,CZ20,"(104, 20, 104, 20)",104,20,105,21,откачка,8.0,False,#add8e6,0
69,DA20:DC20,"(105, 20, 107, 20)",105,20,108,21,слив,8.0,False,#ff0000,0
1302,DD20:DE20,"(108, 20, 109, 20)",108,20,110,21,,8.0,False,#ffffff,0
560,DP20:DX20,"(120, 20, 128, 20)",120,20,129,21,"налив/внесение
закваски",8.0,False,#ffc000,0
1025,DY20:EB20,"(129, 20, 132, 20)",129,20,133,21,схватка,8.0,False,#ffff00,0
883,EC20:EF20,"(133, 20, 136, 20)",133,20,137,21,резка/обсушка,8.0,False,#92d050,0
96,EG20,"(137, 20, 137, 20)",137,20,138,21,откачка,8.0,False,#add8e6,0
1602,EH20:EJ20,"(138, 20, 140, 20)",138,20,141,21,слив,8.0,False,#ff0000,0
1500,EK20:EL20,"(141, 20, 142, 20)",141,20,143,21,,8.0,False,#ffffff,0
116,EW20:FC20,"(153, 20, 159, 20)",153,20,160,21,"налив/внесение
закваски",8.0,False,#ffc000,0
1314,FD20:FG20,"(160, 20, 163, 20)",160,20,164,21,схватка,8.0,False,#ffff00,0
807,FH20:FK20,"(164, 20, 167, 20)",164,20,168,21,резка/обсушка,8.0,False,#92d050,0
22,FL20,"(168, 20, 168, 20)",168,20,169,21,откачка,8.0,False,#add8e6,0
185,FM20:FO20,"(169, 20, 171, 20)",169,20,172,21,слив,8.0,False,#ff0000,0
266,FP20:FQ20,"(172, 20, 173, 20)",172,20,174,21,,8.0,False,#ffffff,0
420,GG20:GM20,"(189, 20, 195, 20)",189,20,196,21,"налив/внесение
закваски",8.0,False,#ffc000,0
1607,GN20:GQ20,"(196, 20, 199, 20)",196,20,200,21,схватка,8.0,False,#ffff00,0
522,GR20:GU20,"(200, 20, 203, 20)",200,20,204,21,резка/обсушка,8.0,False,#92d050,0
1465,GV20,"(204, 20, 204, 20)",204,20,205,21,откачка,8.0,False,#add8e6,0
880,GW20:GY20,"(205, 20, 207, 20)",205,20,208,21,слив,8.0,False,#ff0000,0
317,GZ20:HA20,"(208, 20, 209, 20)",208,20,210,21,,8.0,False,#ffffff,0
112,HM20:HS20,"(221, 20, 227, 20)",221,20,228,21,"налив/внесение
закваски",8.0,False,#ffc000,0
1477,HT20:HW20,"(228, 20, 231, 20)",228,20,232,21,схватка,8.0,False,#ffff00,0
776,HX20:IA20,"(232, 20, 235, 20)",232,20,236,21,резка/обсушка,8.0,False,#92d050,0
403,IB20,"(236, 20, 236, 20)",236,20,237,21,откачка,8.0,False,#add8e6,0
750,IC20:IE20,"(237, 20, 239, 20)",237,20,240,21,слив,8.0,False,#ff0000,0
589,IF20:IG20,"(240, 20, 241, 20)",240,20,242,21,,8.0,False,#ffffff,0
1087,IO20:IU20,"(249, 20, 255, 20)",249,20,256,21,"налив/внесение
закваски",8.0,False,#ffc000,0
561,IV20:IY20,"(256, 20, 259, 20)",256,20,260,21,схватка,8.0,False,#ffff00,0
1019,IZ20:JC20,"(260, 20, 263, 20)",260,20,264,21,резка/обсушка,8.0,False,#92d050,0
595,JD20,"(264, 20, 264, 20)",264,20,265,21,откачка,8.0,False,#add8e6,0
1142,JE20:JG20,"(265, 20, 267, 20)",265,20,268,21,слив,8.0,False,#ff0000,0
840,JH20:JI20,"(268, 20, 269, 20)",268,20,270,21,,8.0,False,#ffffff,0
661,C23,"(3, 23, 3, 23)",3,23,4,24,График наливов,12.0,False,#ffffff,0
984,D23,"(4, 23, 4, 23)",4,23,5,24,03.10.2023,12.0,True,#ffffff,0
936,E23,"(5, 23, 5, 23)",5,23,6,24,5,9.0,False,#da9694,90
496,F23,"(6, 23, 6, 23)",6,23,7,24,05,9.0,False,#ccffff,90
510,G23,"(7, 23, 7, 23)",7,23,8,24,10,9.0,False,#ccffff,90
1171,H23,"(8, 23, 8, 23)",8,23,9,24,15,9.0,False,#ccffff,90
796,I23,"(9, 23, 9, 23)",9,23,10,24,20,9.0,False,#ccffff,90
746,J23,"(10, 23, 10, 23)",10,23,11,24,25,9.0,False,#ccffff,90
359,K23,"(11, 23, 11, 23)",11,23,12,24,30,9.0,False,#ccffff,90
1022,L23,"(12, 23, 12, 23)",12,23,13,24,35,9.0,False,#ccffff,90
579,M23,"(13, 23, 13, 23)",13,23,14,24,40,9.0,False,#ccffff,90
603,N23,"(14, 23, 14, 23)",14,23,15,24,45,9.0,False,#ccffff,90
132,O23,"(15, 23, 15, 23)",15,23,16,24,50,9.0,False,#ccffff,90
145,P23,"(16, 23, 16, 23)",16,23,17,24,55,9.0,False,#ccffff,90
428,Q23,"(17, 23, 17, 23)",17,23,18,24,6,9.0,False,#da9694,90
1592,R23,"(18, 23, 18, 23)",18,23,19,24,05,9.0,False,#ccffff,90
1694,S23,"(19, 23, 19, 23)",19,23,20,24,10,9.0,False,#ccffff,90
1662,T23,"(20, 23, 20, 23)",20,23,21,24,15,9.0,False,#ccffff,90
274,U23,"(21, 23, 21, 23)",21,23,22,24,20,9.0,False,#ccffff,90
225,V23,"(22, 23, 22, 23)",22,23,23,24,25,9.0,False,#ccffff,90
1566,W23,"(23, 23, 23, 23)",23,23,24,24,30,9.0,False,#ccffff,90
1519,X23,"(24, 23, 24, 23)",24,23,25,24,35,9.0,False,#ccffff,90
473,Y23,"(25, 23, 25, 23)",25,23,26,24,40,9.0,False,#ccffff,90
74,Z23,"(26, 23, 26, 23)",26,23,27,24,45,9.0,False,#ccffff,90
31,AA23,"(27, 23, 27, 23)",27,23,28,24,50,9.0,False,#ccffff,90
1370,AB23,"(28, 23, 28, 23)",28,23,29,24,55,9.0,False,#ccffff,90
1476,AC23,"(29, 23, 29, 23)",29,23,30,24,7,9.0,False,#da9694,90
1099,AD23,"(30, 23, 30, 23)",30,23,31,24,05,9.0,False,#ccffff,90
1048,AE23,"(31, 23, 31, 23)",31,23,32,24,10,9.0,False,#ccffff,90
1005,AF23,"(32, 23, 32, 23)",32,23,33,24,15,9.0,False,#ccffff,90
1325,AG23,"(33, 23, 33, 23)",33,23,34,24,20,9.0,False,#ccffff,90
1285,AH23,"(34, 23, 34, 23)",34,23,35,24,25,9.0,False,#ccffff,90
909,AI23,"(35, 23, 35, 23)",35,23,36,24,30,9.0,False,#ccffff,90
858,AJ23,"(36, 23, 36, 23)",36,23,37,24,35,9.0,False,#ccffff,90
474,AK23,"(37, 23, 37, 23)",37,23,38,24,40,9.0,False,#ccffff,90
1136,AL23,"(38, 23, 38, 23)",38,23,39,24,45,9.0,False,#ccffff,90
1256,AM23,"(39, 23, 39, 23)",39,23,40,24,50,9.0,False,#ccffff,90
713,AN23,"(40, 23, 40, 23)",40,23,41,24,55,9.0,False,#ccffff,90
252,AO23,"(41, 23, 41, 23)",41,23,42,24,8,9.0,False,#da9694,90
988,AP23,"(42, 23, 42, 23)",42,23,43,24,05,9.0,False,#ccffff,90
553,AQ23,"(43, 23, 43, 23)",43,23,44,24,10,9.0,False,#ccffff,90
567,AR23,"(44, 23, 44, 23)",44,23,45,24,15,9.0,False,#ccffff,90
99,AS23,"(45, 23, 45, 23)",45,23,46,24,20,9.0,False,#ccffff,90
790,AT23,"(46, 23, 46, 23)",46,23,47,24,25,9.0,False,#ccffff,90
804,AU23,"(47, 23, 47, 23)",47,23,48,24,30,9.0,False,#ccffff,90
354,AV23,"(48, 23, 48, 23)",48,23,49,24,35,9.0,False,#ccffff,90
1674,AW23,"(49, 23, 49, 23)",49,23,50,24,40,9.0,False,#ccffff,90
639,AX23,"(50, 23, 50, 23)",50,23,51,24,45,9.0,False,#ccffff,90
594,AY23,"(51, 23, 51, 23)",51,23,52,24,50,9.0,False,#ccffff,90
186,AZ23,"(52, 23, 52, 23)",52,23,53,24,55,9.0,False,#ccffff,90
141,BA23,"(53, 23, 53, 23)",53,23,54,24,9,9.0,False,#da9694,90
490,BB23,"(54, 23, 54, 23)",54,23,55,24,05,9.0,False,#ccffff,90
440,BC23,"(55, 23, 55, 23)",55,23,56,24,10,9.0,False,#ccffff,90
43,BD23,"(56, 23, 56, 23)",56,23,57,24,15,9.0,False,#ccffff,90
0,BE23,"(57, 23, 57, 23)",57,23,58,24,20,9.0,False,#ccffff,90
1498,BF23,"(58, 23, 58, 23)",58,23,59,24,25,9.0,False,#ccffff,90
283,BG23,"(59, 23, 59, 23)",59,23,60,24,30,9.0,False,#ccffff,90
235,BH23,"(60, 23, 60, 23)",60,23,61,24,35,9.0,False,#ccffff,90
1574,BI23,"(61, 23, 61, 23)",61,23,62,24,40,9.0,False,#ccffff,90
1533,BJ23,"(62, 23, 62, 23)",62,23,63,24,45,9.0,False,#ccffff,90
130,BK23,"(63, 23, 63, 23)",63,23,64,24,50,9.0,False,#ccffff,90
82,BL23,"(64, 23, 64, 23)",64,23,65,24,55,9.0,False,#ccffff,90
1359,BM23,"(65, 23, 65, 23)",65,23,66,24,10,9.0,False,#da9694,90
1383,BN23,"(66, 23, 66, 23)",66,23,67,24,05,9.0,False,#ccffff,90
335,BO23,"(67, 23, 67, 23)",67,23,68,24,10,9.0,False,#ccffff,90
1654,BP23,"(68, 23, 68, 23)",68,23,69,24,15,9.0,False,#ccffff,90
1617,BQ23,"(69, 23, 69, 23)",69,23,70,24,20,9.0,False,#ccffff,90
1180,BR23,"(70, 23, 70, 23)",70,23,71,24,25,9.0,False,#ccffff,90
169,BS23,"(71, 23, 71, 23)",71,23,72,24,30,9.0,False,#ccffff,90
1448,BT23,"(72, 23, 72, 23)",72,23,73,24,35,9.0,False,#ccffff,90
1471,BU23,"(73, 23, 73, 23)",73,23,74,24,40,9.0,False,#ccffff,90
1028,BV23,"(74, 23, 74, 23)",74,23,75,24,45,9.0,False,#ccffff,90
1195,BW23,"(75, 23, 75, 23)",75,23,76,24,50,9.0,False,#ccffff,90
1307,BX23,"(76, 23, 76, 23)",76,23,77,24,55,9.0,False,#ccffff,90
1266,BY23,"(77, 23, 77, 23)",77,23,78,24,11,9.0,False,#da9694,90
889,BZ23,"(78, 23, 78, 23)",78,23,79,24,05,9.0,False,#ccffff,90
676,CA23,"(79, 23, 79, 23)",79,23,80,24,10,9.0,False,#ccffff,90
1167,CB23,"(80, 23, 80, 23)",80,23,81,24,15,9.0,False,#ccffff,90
1119,CC23,"(81, 23, 81, 23)",81,23,82,24,20,9.0,False,#ccffff,90
741,CD23,"(82, 23, 82, 23)",82,23,83,24,25,9.0,False,#ccffff,90
1391,CE23,"(83, 23, 83, 23)",83,23,84,24,30,9.0,False,#ccffff,90
472,CF23,"(84, 23, 84, 23)",84,23,85,24,35,9.0,False,#ccffff,90
971,CG23,"(85, 23, 85, 23)",85,23,86,24,40,9.0,False,#ccffff,90
930,CH23,"(86, 23, 86, 23)",86,23,87,24,45,9.0,False,#ccffff,90
1682,CI23,"(87, 23, 87, 23)",87,23,88,24,50,9.0,False,#ccffff,90
647,CJ23,"(88, 23, 88, 23)",88,23,89,24,55,9.0,False,#ccffff,90
248,CK23,"(89, 23, 89, 23)",89,23,90,24,12,9.0,False,#da9694,90
195,CL23,"(90, 23, 90, 23)",90,23,91,24,05,9.0,False,#ccffff,90
148,CM23,"(91, 23, 91, 23)",91,23,92,24,10,9.0,False,#ccffff,90
502,CN23,"(92, 23, 92, 23)",92,23,93,24,15,9.0,False,#ccffff,90
452,CO23,"(93, 23, 93, 23)",93,23,94,24,20,9.0,False,#ccffff,90
51,CP23,"(94, 23, 94, 23)",94,23,95,24,25,9.0,False,#ccffff,90
11,CQ23,"(95, 23, 95, 23)",95,23,96,24,30,9.0,False,#ccffff,90
1672,CR23,"(96, 23, 96, 23)",96,23,97,24,35,9.0,False,#ccffff,90
295,CS23,"(97, 23, 97, 23)",97,23,98,24,40,9.0,False,#ccffff,90
1568,CT23,"(98, 23, 98, 23)",98,23,99,24,45,9.0,False,#ccffff,90
1587,CU23,"(99, 23, 99, 23)",99,23,100,24,50,9.0,False,#ccffff,90
1361,CV23,"(100, 23, 100, 23)",100,23,101,24,55,9.0,False,#ccffff,90
135,CW23,"(101, 23, 101, 23)",101,23,102,24,13,9.0,False,#da9694,90
1413,CX23,"(102, 23, 102, 23)",102,23,103,24,05,9.0,False,#ccffff,90
1373,CY23,"(103, 23, 103, 23)",103,23,104,24,10,9.0,False,#ccffff,90
1226,CZ23,"(104, 23, 104, 23)",104,23,105,24,15,9.0,False,#ccffff,90
1336,DA23,"(105, 23, 105, 23)",105,23,106,24,20,9.0,False,#ccffff,90
1667,DB23,"(106, 23, 106, 23)",106,23,107,24,25,9.0,False,#ccffff,90
1236,DC23,"(107, 23, 107, 23)",107,23,108,24,30,9.0,False,#ccffff,90
853,DD23,"(108, 23, 108, 23)",108,23,109,24,35,9.0,False,#ccffff,90
637,DE23,"(109, 23, 109, 23)",109,23,110,24,40,9.0,False,#ccffff,90
590,DF23,"(110, 23, 110, 23)",110,23,111,24,45,9.0,False,#ccffff,90
1083,DG23,"(111, 23, 111, 23)",111,23,112,24,50,9.0,False,#ccffff,90
1038,DH23,"(112, 23, 112, 23)",112,23,113,24,55,9.0,False,#ccffff,90
1353,DI23,"(113, 23, 113, 23)",113,23,114,24,14,9.0,False,#da9694,90
438,DJ23,"(114, 23, 114, 23)",114,23,115,24,05,9.0,False,#ccffff,90
392,DK23,"(115, 23, 115, 23)",115,23,116,24,10,9.0,False,#ccffff,90
897,DL23,"(116, 23, 116, 23)",116,23,117,24,15,9.0,False,#ccffff,90
684,DM23,"(117, 23, 117, 23)",117,23,118,24,20,9.0,False,#ccffff,90
1175,DN23,"(118, 23, 118, 23)",118,23,119,24,25,9.0,False,#ccffff,90
233,DO23,"(119, 23, 119, 23)",119,23,120,24,30,9.0,False,#ccffff,90
753,DP23,"(120, 23, 120, 23)",120,23,121,24,35,9.0,False,#ccffff,90
527,DQ23,"(121, 23, 121, 23)",121,23,122,24,40,9.0,False,#ccffff,90
482,DR23,"(122, 23, 122, 23)",122,23,123,24,45,9.0,False,#ccffff,90
980,DS23,"(123, 23, 123, 23)",123,23,124,24,50,9.0,False,#ccffff,90
1357,DT23,"(124, 23, 124, 23)",124,23,125,24,55,9.0,False,#ccffff,90
376,DU23,"(125, 23, 125, 23)",125,23,126,24,15,9.0,False,#da9694,90
334,DV23,"(126, 23, 126, 23)",126,23,127,24,05,9.0,False,#ccffff,90
836,DW23,"(127, 23, 127, 23)",127,23,128,24,10,9.0,False,#ccffff,90
